genetic;exercise;smoking;alcohol;sugar;lifespan;BMI
81;2;1;9;2;83;24
82;1;21;7;3;61;27
80;2;3;7;3;83;20
78;3;17;4;3;88;23
79;1;0;5;1;82;25
80;1;12;6;3;71;16
83;2;7;3;2;91;26
80;2;6;5;2;77;29
82;1;9;6;3;68;28
81;1;2;7;2;68;32
83;1;21;6;3;59;27
77;2;22;6;2;63;23
78;1;1;1;3;83;23
80;1;13;1;2;77;24
77;2;0;6;1;93;19
80;2;21;6;4;66;28
79;2;7;3;3;82;29
78;1;4;9;3;75;16
80;3;2;4;2;102;25
81;2;18;6;3;74;20
81;1;3;9;2;76;25
82;2;0;0;4;90;32
79;1;10;6;2;70;31
77;1;14;2;1;75;18
81;1;15;7;2;64;22
79;1;15;4;3;66;25
80;2;14;5;2;80;27
79;3;14;6;3;82;24
82;3;2;5;4;96;16
79;1;20;5;1;69;22
79;1;8;9;3;64;30
81;1;22;7;3;60;20
79;1;1;6;3;76;25
80;3;0;7;1;96;27
79;3;1;6;3;90;22
81;1;22;6;2;63;29
80;1;14;8;3;64;30
80;2;20;9;2;66;27
80;0;0;8;1;71;28
76;2;10;7;2;72;29
82;2;15;4;3;77;28
81;1;0;9;3;75;25
79;2;18;2;1;80;20
79;1;8;7;2;71;24
81;1;3;6;3;74;25
81;2;19;6;3;64;27
78;2;3;2;2;78;38
76;2;0;6;2;87;20
82;2;4;6;3;76;29
82;3;8;5;3;89;24
84;2;12;0;2;83;25
81;2;5;3;4;70;34
83;1;13;9;3;68;21
79;1;12;3;4;72;22
77;1;8;6;1;76;19
80;1;8;7;3;63;30
77;1;9;4;3;73;23
80;2;7;3;2;84;26
82;1;5;5;3;76;21
78;2;13;9;1;80;24
81;0;0;10;2;71;20
80;2;0;9;3;77;27
81;1;5;4;2;77;22
80;1;2;7;1;79;21
79;1;11;6;2;70;21
81;3;2;7;1;100;21
80;1;15;5;3;74;15
81;4;10;5;3;96;22
81;1;22;5;4;60;21
83;1;20;6;2;70;22
76;4;5;4;1;103;21
81;2;8;2;2;83;33
82;1;1;9;1;74;27
82;2;1;6;1;97;22
79;2;21;5;2;65;34
78;2;0;8;2;90;23
79;1;20;9;1;65;21
79;2;2;7;3;81;25
78;2;14;1;2;82;25
77;1;11;6;2;69;25
81;1;0;8;2;73;28
82;3;9;9;2;89;28
79;2;3;5;3;81;23
81;1;20;6;2;64;23
79;1;22;3;3;53;33
80;1;1;2;2;86;19
80;1;10;1;3;71;32
81;2;19;2;2;84;16
81;0;10;6;4;57;24
78;1;14;6;2;67;20
81;2;15;1;4;69;30
82;2;20;8;3;74;25
78;2;19;8;2;65;28
81;3;17;6;3;86;26
81;1;2;5;4;74;21
79;2;21;7;2;67;27
79;1;9;6;2;76;19
80;1;2;6;1;80;27
76;1;0;8;2;79;25
84;2;15;5;3;78;19
80;2;13;4;1;79;27
79;1;8;7;2;75;20
80;3;9;7;2;94;20
79;1;12;4;2;74;21
81;3;14;8;4;80;21
78;2;9;9;2;78;22
81;2;16;4;3;75;19
81;2;0;9;3;81;22
82;3;12;2;3;87;24
79;2;11;8;3;79;18
76;2;20;8;4;65;22
82;1;4;8;2;76;30
78;1;16;9;1;67;24
81;1;3;3;2;78;22
79;2;4;7;3;81;22
82;1;6;7;2;77;21
82;1;8;3;2;83;21
80;2;4;3;3;81;25
81;1;2;7;3;77;15
79;4;13;9;2;90;23
83;1;0;8;3;76;24
79;0;14;5;2;56;30
78;3;10;4;2;87;31
79;1;5;9;3;73;22
78;1;5;7;2;72;27
80;2;13;6;1;71;34
77;1;12;9;2;63;25
81;1;12;8;2;70;20
79;1;21;1;2;64;24
80;2;8;9;2;79;27
82;2;5;1;2;96;20
79;3;12;7;5;83;19
81;1;3;3;5;77;18
78;2;5;9;2;84;24
81;1;1;2;3;79;20
81;1;1;8;4;75;22
81;0;19;6;3;54;28
78;1;12;5;3;69;21
79;4;3;9;3;99;18
79;2;0;8;2;87;31
79;3;20;7;2;85;19
79;1;0;9;3;73;27
82;3;21;7;4;69;32
79;2;3;8;1;88;20
81;2;10;2;3;80;27
79;1;20;8;2;65;18
78;1;1;3;3;84;17
77;3;2;3;2;94;24
80;2;2;6;2;93;20
79;1;1;10;2;72;23
78;2;8;4;4;74;27
79;1;7;6;3;69;23
82;1;21;2;2;70;21
80;3;8;2;1;95;27
81;1;0;3;2;88;20
82;2;1;5;4;88;21
80;1;12;3;2;69;20
80;4;0;5;3;103;21
77;1;12;8;4;46;35
81;1;5;7;2;73;24
80;3;6;6;2;89;27
79;1;3;7;2;75;26
78;1;2;9;2;79;19
80;1;19;9;2;65;20
79;1;6;7;4;67;28
83;1;2;5;3;80;18
81;1;19;5;2;61;29
78;1;3;7;3;73;27
80;2;13;5;4;74;25
81;1;20;2;1;67;29
80;1;10;6;3;62;31
80;1;12;8;2;71;20
80;1;0;5;3;72;21
80;2;13;8;4;66;23
81;2;9;3;2;91;16
77;2;4;9;1;79;24
79;3;2;7;2;95;17
82;3;8;3;3;94;29
79;3;0;4;2;102;20
79;1;1;6;1;82;25
81;0;0;1;4;66;29
82;2;2;7;2;81;29
79;4;7;6;1;103;20
82;1;2;7;3;73;23
79;3;22;6;3;79;27
82;1;0;8;4;69;30
81;1;4;8;3;69;28
82;3;0;7;1;104;17
77;2;19;4;2;64;36
79;3;21;5;2;87;26
80;2;1;6;5;79;24
77;1;14;3;3;61;27
83;1;12;3;3;78;24
81;2;12;3;3;81;16
80;2;2;6;4;77;27
81;1;12;4;2;69;30
78;2;20;1;2;82;17
80;1;19;0;1;65;27
79;1;6;3;3;67;34
81;2;10;6;5;72;25
81;2;1;4;2;90;25
82;1;14;6;2;75;17
80;1;4;9;1;73;30
79;1;14;2;1;74;26
80;4;7;1;4;98;23
80;1;16;5;3;66;23
83;2;22;0;2;80;18
79;0;9;9;2;62;20
82;0;3;1;2;76;26
82;1;21;9;2;64;16
83;2;0;3;4;87;23
80;2;13;4;2;86;18
76;2;0;9;2;85;27
79;2;16;2;4;72;22
82;2;6;8;2;78;34
76;3;0;8;2;88;31
80;2;0;7;2;89;21
81;2;2;5;3;81;26
80;2;13;5;2;79;27
82;1;3;8;3;78;21
80;3;0;8;3;93;18
80;1;20;1;2;71;24
80;2;5;10;2;85;20
82;2;17;1;4;77;23
77;1;21;5;2;65;25
76;2;5;8;4;79;18
80;1;16;1;4;67;20
82;0;6;1;2;78;20
83;1;6;2;2;80;22
79;1;8;4;5;58;27
82;1;0;4;1;86;24
83;3;18;1;4;88;20
80;2;6;6;4;78;23
80;3;2;6;1;97;24
80;3;0;0;3;99;26
82;1;0;2;1;89;28
78;1;10;2;4;68;21
79;3;0;1;2;106;20
81;3;3;4;2;96;26
79;1;10;2;4;74;15
80;1;16;6;1;67;25
80;2;17;8;2;74;18
80;2;18;0;3;70;25
81;2;12;7;1;92;14
80;1;0;9;1;87;19
78;0;17;6;3;48;30
79;1;3;6;3;78;22
79;2;20;8;3;62;26
81;3;22;9;5;73;18
83;3;7;8;3;89;22
80;1;13;8;2;73;18
79;2;4;1;3;85;35
79;1;8;4;1;75;22
82;2;14;8;5;71;27
81;2;10;8;2;83;20
78;1;4;8;2;66;31
82;0;19;9;3;58;14
80;1;9;7;3;70;20
78;2;13;6;3;79;20
80;2;5;4;2;87;27
81;2;1;9;5;78;20
80;1;0;5;3;75;25
81;1;5;6;3;72;25
80;3;2;8;2;89;35
78;2;12;3;2;86;17
81;1;20;9;2;66;19
80;1;14;0;1;80;18
80;1;1;4;3;80;21
80;3;14;3;2;89;28
82;1;0;5;3;79;21
81;2;5;6;3;88;23
81;1;0;9;2;75;22
80;1;10;9;2;65;25
80;1;17;9;1;68;24
81;1;1;2;4;77;21
78;1;8;6;3;68;27
81;1;10;7;3;71;20
82;1;16;8;2;70;21
81;1;2;9;2;76;18
78;3;0;8;2;91;26
81;3;6;8;2;98;25
82;2;3;5;3;86;22
78;2;18;5;1;79;18
79;2;5;8;2;85;25
80;2;5;2;4;88;17
79;0;0;4;2;75;23
76;1;7;5;1;68;32
79;3;19;8;5;72;23
81;2;18;7;3;68;23
81;2;20;6;3;76;18
81;2;1;2;2;88;24
76;1;19;9;3;56;20
80;3;14;0;1;92;24
80;1;0;8;2;82;19
82;1;19;8;3;63;22
79;3;12;6;4;77;35
81;3;13;5;1;88;25
76;1;16;9;3;55;24
77;1;8;1;2;80;23
80;2;0;7;2;95;20
79;1;3;9;2;64;41
83;1;20;3;4;61;28
79;2;4;5;2;88;24
78;1;2;7;2;76;23
80;2;2;7;2;83;23
80;2;4;7;3;84;21
76;3;1;9;4;77;34
81;1;2;6;4;73;23
78;2;1;4;3;90;16
80;2;16;1;3;79;21
78;3;5;5;3;93;21
79;2;14;5;1;80;21
82;1;7;3;2;81;21
78;2;14;1;3;75;21
83;2;8;5;3;85;22
80;3;9;7;3;87;19
76;2;17;7;1;79;19
80;1;16;7;3;63;26
79;2;4;7;4;80;27
78;3;22;6;2;84;25
81;1;13;5;2;69;30
78;1;2;3;4;73;26
82;1;11;9;2;73;19
80;2;14;6;3;67;29
79;1;12;6;2;66;30
82;1;7;7;2;76;22
80;1;21;4;2;69;20
82;1;10;7;3;61;35
80;1;9;6;4;65;21
79;2;18;7;3;71;31
81;1;0;8;2;81;17
81;1;2;5;4;64;37
80;2;2;8;2;92;17
78;1;0;9;3;68;28
80;1;18;7;4;53;23
81;2;9;2;1;87;33
79;2;4;0;1;92;24
77;2;2;6;2;85;16
78;1;5;10;4;67;22
79;1;4;1;2;81;22
81;1;13;6;3;72;21
76;1;19;7;1;60;20
80;3;17;4;2;88;22
81;1;7;7;1;83;16
80;2;6;9;3;80;25
80;3;8;6;3;92;22
79;1;14;6;2;62;23
82;1;0;3;2;83;25
78;1;11;5;3;70;19
80;3;6;3;4;86;24
77;3;15;10;2;73;29
79;4;6;8;4;96;20
79;1;15;7;3;61;27
80;0;19;0;3;61;25
79;1;15;1;2;77;23
80;1;20;5;3;58;25
80;2;20;9;2;72;21
77;2;11;9;3;68;20
77;1;1;8;2;71;22
81;2;0;4;2;92;25
78;2;1;1;2;91;20
79;1;21;3;2;60;25
80;3;9;7;3;89;22
81;3;6;2;3;99;25
82;1;0;7;2;75;23
79;2;5;4;4;83;22
83;3;4;8;3;89;32
78;0;8;3;4;64;20
81;1;19;8;4;60;24
79;2;15;2;1;79;20
80;1;19;0;2;75;22
79;1;14;6;2;69;26
82;1;16;8;3;57;32
82;2;7;3;2;88;28
81;3;0;4;3;94;24
82;2;0;0;1;103;27
84;0;0;2;1;84;24
80;2;13;3;4;74;25
80;1;13;8;2;68;23
80;2;0;6;5;78;22
78;2;2;2;2;84;28
80;1;3;2;1;80;22
80;1;21;8;3;57;20
80;1;11;7;1;72;27
80;1;5;3;3;68;33
77;1;6;8;2;72;25
77;1;0;4;1;85;21
84;1;16;4;2;67;34
81;1;16;8;2;70;21
81;1;21;5;3;60;22
79;1;3;2;3;74;25
82;1;10;0;1;84;17
83;1;16;6;2;69;24
78;3;2;2;2;104;18
78;2;3;8;2;84;28
81;1;20;9;1;59;28
81;1;13;8;3;69;21
80;2;8;1;2;93;18
80;1;0;10;2;74;20
80;0;19;8;4;40;38
81;2;10;7;4;75;21
81;3;3;6;4;88;31
79;1;9;3;2;78;24
82;1;5;6;1;77;21
79;2;18;5;3;69;25
81;2;18;6;2;75;19
80;2;7;2;3;79;26
79;1;8;3;2;70;25
78;0;7;1;2;73;20
80;2;1;8;1;92;21
80;1;6;4;3;78;21
77;2;8;7;4;71;18
79;2;1;8;2;83;36
81;1;13;5;1;77;16
80;2;0;1;4;86;22
79;3;8;4;3;88;27
81;2;0;6;2;98;16
83;2;17;9;4;70;24
81;1;3;3;2;83;29
81;2;11;9;1;81;21
81;2;0;9;4;83;20
81;1;0;6;2;76;34
80;0;5;7;2;64;25
82;2;0;4;4;92;20
78;2;19;9;1;63;32
81;2;11;9;2;75;27
77;1;7;2;2;76;18
80;1;8;2;2;74;31
81;1;13;9;4;60;27
79;3;22;2;2;77;32
82;2;13;5;3;81;24
82;2;6;9;1;87;26
80;2;8;3;4;77;25
81;2;1;6;4;86;28
81;1;7;0;2;81;21
82;3;0;4;2;98;23
80;2;12;3;3;84;20
79;2;2;5;5;82;26
83;1;6;7;3;80;20
80;3;0;6;2;95;25
80;1;2;0;2;82;25
80;2;16;9;3;72;23
79;1;0;6;4;63;35
81;2;3;7;3;73;39
83;1;9;10;1;69;24
79;1;16;6;2;75;17
80;2;1;9;2;84;20
81;2;10;8;3;77;21
79;1;15;5;3;59;30
78;1;9;7;3;73;22
81;1;12;7;1;68;25
83;1;11;8;3;65;23
82;1;22;4;1;72;21
78;0;12;2;2;54;38
81;2;6;7;3;80;18
78;1;11;5;4;69;22
81;1;17;9;1;72;20
78;1;10;8;3;69;22
77;1;12;7;3;64;23
81;0;15;7;1;58;31
83;2;5;9;1;88;23
80;4;19;6;1;94;21
81;1;13;2;3;69;27
78;1;3;6;2;73;25
79;1;14;7;4;64;21
81;3;6;6;2;92;25
80;2;22;8;3;61;23
81;1;20;6;2;62;30
81;0;21;3;3;55;27
79;1;1;5;1;82;23
80;1;8;6;3;75;14
81;1;14;9;4;52;28
77;3;6;8;3;83;27
80;1;4;1;1;74;30
81;3;7;9;3;84;24
82;2;19;5;2;78;20
81;2;4;9;3;78;30
82;2;14;7;3;69;27
80;1;4;8;4;63;34
82;1;17;1;2;82;15
80;3;19;0;1;89;24
79;1;6;7;2;75;22
81;1;8;8;3;71;19
80;1;21;0;3;70;18
78;2;12;5;2;78;23
77;2;10;8;3;72;21
79;2;0;3;1;86;30
81;1;2;3;2;82;18
80;1;22;9;1;60;25
78;2;21;9;2;66;24
81;2;6;4;2;88;24
82;1;2;4;2;89;17
76;0;5;1;2;62;33
81;2;4;7;3;86;20
80;1;15;7;2;69;19
78;3;9;0;1;94;28
79;2;10;6;3;74;25
79;2;13;0;2;86;18
79;1;14;9;2;65;28
78;3;17;6;2;83;24
79;3;2;0;2;101;26
80;0;1;8;2;77;17
81;3;8;7;5;78;28
80;1;5;0;4;74;22
83;1;8;4;3;76;17
81;2;14;6;1;80;20
84;2;9;7;1;88;29
76;2;4;7;2;87;20
79;3;11;8;2;89;18
80;2;13;3;2;79;26
79;2;0;5;3;83;27
79;1;3;2;4;75;20
81;2;21;5;2;70;27
79;2;2;9;2;86;25
79;3;9;2;2;91;26
78;1;15;5;2;66;21
78;3;0;7;2;99;23
82;1;10;9;2;80;17
80;1;1;9;2;71;27
79;2;1;2;2;89;23
82;3;19;7;4;76;25
80;3;10;10;2;84;25
80;2;0;8;3;79;33
78;1;10;8;1;73;24
79;2;7;2;2;87;24
80;2;20;9;2;72;26
81;1;17;2;3;67;25
81;1;0;5;3;82;20
81;1;0;9;2;77;21
82;1;0;6;4;76;24
78;0;12;8;1;67;16
80;1;16;9;3;66;19
77;1;14;8;2;69;20
80;2;0;6;1;86;25
80;1;4;9;3;67;27
80;1;9;5;2;79;19
81;2;17;7;1;75;29
79;1;8;6;3;75;19
78;2;19;9;2;65;21
79;2;7;0;3;93;15
82;3;2;0;3;102;30
79;1;14;3;2;67;31
79;0;22;5;4;44;29
81;1;20;3;2;69;22
79;1;13;5;2;59;33
81;2;9;5;4;79;19
81;1;13;6;2;69;27
79;2;1;8;2;84;26
80;3;17;5;1;95;19
81;1;0;6;4;72;26
84;2;20;7;2;71;27
80;3;4;7;3;90;31
80;1;14;8;2;66;31
80;1;11;1;2;74;33
83;1;1;5;2;85;22
79;2;3;2;4;88;19
82;1;14;9;1;74;23
78;1;15;6;2;66;22
81;2;17;7;4;77;19
80;1;1;3;1;82;25
80;1;1;1;3;80;24
78;2;16;8;2;69;24
80;2;1;1;3;93;16
76;2;12;2;1;77;27
79;1;16;8;3;69;18
80;2;6;1;3;83;26
80;1;10;8;4;65;28
81;2;1;9;1;93;19
78;2;17;1;4;75;20
80;0;18;4;4;59;16
79;1;0;8;2;87;15
81;1;17;9;1;65;21
81;2;12;8;4;69;26
80;2;6;9;1;81;33
81;3;9;6;1;96;15
77;2;6;9;3;69;34
83;2;18;3;3;82;19
83;2;13;8;4;75;21
77;1;21;8;3;56;20
82;1;9;7;4;65;29
80;2;9;9;1;76;26
78;2;9;3;3;80;29
82;1;20;10;4;59;23
79;2;21;9;3;61;26
80;3;9;5;2;88;25
84;3;2;7;3;100;19
82;2;10;0;3;85;26
78;3;2;7;4;92;20
81;1;9;7;4;72;20
80;2;9;4;4;80;18
79;3;1;6;3;92;18
81;1;1;3;2;87;19
82;1;0;4;2;80;27
80;3;2;5;3;92;21
81;2;12;8;2;80;23
82;2;7;7;2;77;33
81;3;0;8;1;101;24
82;1;5;9;4;61;30
80;3;7;8;1;92;25
79;1;5;6;2;74;23
81;2;21;5;2;74;26
81;1;1;7;2;71;27
80;1;18;6;2;68;27
81;1;11;9;1;78;18
79;2;15;9;3;69;19
79;2;1;7;3;81;22
79;1;12;5;1;68;31
77;3;4;1;3;94;24
79;1;10;4;2;58;42
79;1;10;9;3;62;24
80;2;1;6;1;92;17
79;3;18;9;2;77;21
79;1;6;7;2;73;25
83;2;1;2;3;92;19
81;2;9;4;3;84;22
80;2;9;3;3;78;26
80;4;0;9;1;107;21
84;1;11;7;2;77;20
79;1;21;6;3;61;19
77;3;15;5;4;76;22
82;1;17;10;4;57;28
80;3;18;8;3;80;17
81;2;1;6;2;83;32
82;1;4;1;3;81;26
81;2;8;9;1;84;22
82;2;1;0;3;91;23
81;3;7;7;1;97;24
80;4;19;6;2;90;21
79;3;9;9;4;88;22
84;2;11;9;4;71;23
82;1;17;4;2;73;18
78;2;13;8;4;66;29
78;2;10;4;4;81;21
79;0;1;3;4;64;28
82;1;4;4;1;87;21
83;2;0;6;2;97;17
80;2;21;9;3;60;29
81;0;8;7;3;67;18
80;3;20;5;2;85;18
81;1;16;8;2;64;28
79;3;2;8;2;92;29
81;2;6;1;2;87;26
79;2;7;10;3;80;24
78;1;21;4;1;67;26
81;2;15;3;4;76;17
80;1;22;5;3;66;16
81;1;5;7;1;81;22
81;1;14;7;2;71;22
81;3;22;6;1;86;14
77;2;12;7;3;69;22
80;0;0;0;3;74;28
77;2;0;1;3;81;25
78;2;18;3;2;73;23
81;1;19;8;2;66;20
81;3;4;0;2;98;23
82;2;19;2;2;77;22
82;2;14;4;2;76;33
82;2;19;6;2;66;29
80;2;11;7;2;72;30
80;1;0;1;4;74;27
79;1;11;4;2;64;34
79;3;7;5;1;96;21
79;1;4;7;2;73;30
79;2;12;6;1;74;26
81;2;9;6;5;80;20
80;1;10;9;2;72;26
80;2;12;0;2;92;18
80;1;19;0;1;70;21
82;1;13;5;1;74;20
80;1;6;0;2;76;20
79;1;21;8;3;53;21
80;1;0;6;2;75;27
79;1;5;9;2;73;24
80;2;8;8;2;75;27
80;2;0;6;2;92;17
79;3;21;3;2;81;27
79;1;1;4;4;76;18
81;1;17;7;3;59;31
79;1;0;8;1;74;24
80;2;15;8;3;73;20
78;3;14;6;3;79;23
80;1;0;6;2;81;29
80;2;3;9;1;80;40
80;1;1;6;2;83;23
80;4;16;9;2;90;20
78;1;17;4;2;69;19
81;0;8;9;3;59;26
79;1;9;1;2;73;24
82;1;0;8;3;81;23
80;1;13;1;2;74;29
80;1;17;1;3;63;27
80;2;19;7;3;61;33
81;3;19;9;3;76;24
82;1;2;7;1;82;17
83;0;13;9;2;66;18
78;1;0;3;1;87;17
80;2;2;9;2;87;23
82;1;3;7;1;80;29
84;3;21;5;2;90;16
81;2;12;9;2;78;26
81;1;7;5;2;73;21
81;1;16;0;1;77;18
82;1;0;6;2;82;20
83;1;9;1;2;77;27
80;1;0;7;3;78;14
79;3;20;6;2;83;24
78;0;20;6;3;50;26
78;2;14;2;2;73;24
81;2;21;3;3;73;31
84;2;20;9;3;70;25
81;3;8;5;3;97;19
80;1;18;6;3;58;34
78;2;12;1;4;73;30
79;3;1;2;2;98;27
81;3;1;10;2;94;31
79;1;4;6;3;76;19
81;1;4;4;1;82;30
80;1;13;7;3;60;28
81;1;8;7;2;63;32
79;2;12;9;2;76;25
79;0;21;3;3;52;29
80;1;20;1;2;69;26
83;2;14;9;1;84;19
80;1;2;9;2;79;20
83;3;16;7;3;86;21
78;2;1;6;4;78;31
78;0;1;8;1;68;29
78;1;8;3;2;76;24
77;1;18;7;2;63;18
79;2;1;9;4;84;24
80;2;10;10;1;79;22
78;1;20;8;1;67;20
80;1;12;6;3;59;33
81;3;19;7;2;80;24
84;1;4;5;2;78;32
79;2;4;6;2;91;16
81;2;0;7;4;81;24
79;3;16;2;3;85;32
77;2;22;6;4;53;36
79;2;3;5;3;90;19
79;3;14;4;2;93;25
82;1;7;7;2;74;17
82;3;8;7;3;90;23
82;1;22;3;2;69;25
79;1;9;2;3;67;36
81;1;1;5;4;73;30
79;1;14;5;3;68;27
79;3;1;6;1;104;24
79;3;21;9;2;71;27
79;3;18;9;4;78;17
81;1;2;8;3;70;30
79;3;11;6;4;86;26
82;2;1;4;1;95;25
80;1;13;7;2;66;24
82;1;11;2;3;78;17
79;1;7;6;1;77;28
79;2;12;8;3;69;33
81;0;9;2;2;69;23
82;0;4;9;2;69;20
82;1;14;2;1;73;25
81;3;0;9;3;90;25
81;3;13;0;3;89;27
79;1;21;7;1;66;17
80;2;1;5;2;84;28
82;1;3;9;2;77;28
80;1;2;9;2;81;20
81;2;18;4;2;71;34
80;3;21;7;2;80;24
80;1;1;4;1;81;30
79;2;0;9;2;83;23
81;1;13;4;2;79;16
82;1;5;8;3;73;25
81;1;0;6;1;83;25
81;0;19;9;3;53;21
80;2;0;1;2;95;20
79;1;2;4;4;65;32
81;1;17;10;4;54;24
78;2;9;2;3;85;17
81;2;15;9;4;63;30
78;3;15;4;2;83;27
80;1;15;1;4;65;25
78;1;14;5;2;74;16
78;1;22;5;3;61;21
81;2;0;3;3;85;25
81;1;16;8;2;64;24
80;3;11;8;3;92;17
79;1;0;2;1;81;23
81;1;3;4;2;85;20
83;2;19;8;1;74;26
79;2;10;9;1;75;22
79;0;18;1;3;57;26
79;2;13;7;1;81;22
82;1;13;7;2;69;25
83;1;2;9;3;76;28
80;1;9;5;4;61;34
81;1;8;8;4;66;27
80;2;10;1;3;79;29
84;2;20;6;2;70;32
81;2;1;5;4;84;17
79;1;20;8;4;55;19
81;1;2;9;2;74;27
81;1;5;9;2;76;23
79;1;18;8;2;60;29
80;1;18;7;3;68;17
81;1;12;2;4;61;27
77;1;17;7;3;59;26
82;1;19;3;3;66;22
80;1;7;6;3;77;22
82;2;11;9;2;78;22
82;3;18;3;3;81;26
81;2;22;8;3;61;26
80;2;7;8;4;75;26
81;2;17;6;3;66;33
79;1;3;9;3;65;33
80;1;22;1;2;62;25
78;2;6;2;3;82;21
82;3;19;5;5;76;23
80;1;14;10;2;59;32
78;1;11;3;3;63;37
80;3;9;1;2;91;25
80;1;18;7;2;63;32
80;1;19;9;3;63;26
79;1;17;9;3;59;20
79;1;3;4;3;74;22
81;1;0;1;3;82;28
79;3;0;3;2;108;21
81;2;1;6;1;84;30
80;3;13;9;3;80;22
81;1;10;4;2;75;28
83;3;0;9;3;102;19
77;2;11;8;2;75;21
82;3;12;9;2;89;22
82;1;8;8;3;71;24
78;1;8;9;3;70;22
83;1;4;9;2;78;19
81;3;1;9;1;97;26
83;2;5;3;1;96;27
83;2;14;5;3;76;23
78;2;6;0;2;81;28
80;2;1;2;2;89;17
80;3;15;8;3;87;23
80;2;4;8;4;70;28
80;3;18;9;1;79;24
78;2;17;6;3;72;25
80;3;18;9;4;71;27
84;2;5;4;2;96;17
80;1;4;1;3;74;26
81;1;11;7;5;57;30
79;3;3;5;2;96;28
80;1;2;8;2;77;19
83;1;1;7;2;76;28
80;1;2;3;2;85;24
79;3;15;5;1;88;25
78;3;2;4;2;100;17
79;0;19;1;4;58;16
78;1;2;4;1;75;30
78;3;0;3;2;100;22
81;1;1;7;2;78;19
81;0;18;2;2;59;27
78;0;3;3;1;77;22
81;1;10;6;2;71;23
80;3;8;8;4;80;22
79;1;11;9;2;70;27
81;1;0;7;3;80;18
79;1;10;7;3;62;28
81;1;10;6;2;74;19
79;3;4;6;3;89;27
81;0;18;8;3;55;22
82;1;2;8;2;71;34
77;2;11;6;2;76;27
79;2;21;9;1;64;34
79;2;3;5;3;85;19
81;3;14;8;2;87;25
80;1;12;8;2;67;24
81;3;17;4;4;74;28
79;0;1;9;3;67;20
82;1;21;2;2;65;27
79;1;1;8;2;80;19
80;1;13;7;3;66;20
83;1;18;5;3;61;35
84;1;10;7;3;82;14
81;2;19;1;3;74;25
82;2;16;3;2;77;21
80;1;21;3;2;62;28
79;1;19;5;2;68;20
77;3;3;10;2;90;16
82;3;3;7;3;87;27
84;2;14;8;1;80;18
82;2;9;1;1;90;20
80;3;6;5;2;84;31
79;1;6;7;2;73;24
78;1;5;0;3;76;21
79;3;1;7;2;95;32
78;1;16;7;1;71;21
80;2;7;9;3;76;19
79;1;18;9;2;62;25
79;1;7;3;3;77;19
78;1;3;7;3;73;24
80;1;20;0;2;72;23
80;1;16;6;1;72;19
81;1;17;8;1;72;22
82;2;1;7;1;90;28
79;1;15;0;1;75;25
78;2;6;8;2;82;19
81;1;21;8;3;65;20
82;2;4;8;2;76;31
81;1;3;9;2;79;19
81;2;10;9;4;63;34
81;2;0;0;3;93;19
80;2;15;5;3;79;19
78;1;16;4;2;63;27
77;3;20;2;4;70;30
81;1;14;6;2;65;20
77;1;15;1;3;71;15
81;2;7;6;3;81;24
80;2;2;3;2;86;27
83;1;8;10;2;72;26
79;1;7;4;1;82;18
81;0;6;6;2;71;14
78;1;4;9;3;69;21
81;1;9;2;3;81;20
79;2;7;1;2;82;36
83;2;19;6;3;77;20
81;1;3;5;2;77;24
76;2;16;9;2;73;18
78;2;17;10;3;64;23
79;2;3;1;3;85;27
83;2;0;3;2;96;24
81;1;10;3;2;71;23
77;0;11;6;4;53;26
80;2;1;5;1;90;27
79;1;21;5;4;56;27
81;3;3;9;4;85;29
79;1;10;0;2;69;28
79;2;9;4;3;80;28
81;1;0;9;1;84;24
80;1;3;6;4;69;22
81;2;3;9;2;78;26
81;1;0;7;2;73;28
84;1;7;9;3;73;25
79;1;3;5;3;77;16
80;1;12;3;2;68;23
80;2;0;2;3;90;18
77;2;15;8;2;75;21
80;2;13;4;3;79;21
79;3;16;7;4;83;20
82;1;15;3;1;70;29
82;1;4;8;3;71;21
79;1;7;10;2;62;27
78;1;17;3;3;70;16
80;1;11;2;3;67;32
81;2;7;3;2;75;34
81;3;0;9;2;96;21
82;2;8;9;2;81;32
83;2;15;8;3;79;21
79;1;10;9;3;71;16
79;1;1;9;2;80;24
81;1;10;2;4;69;25
80;1;18;8;1;67;25
80;1;0;1;2;87;19
83;0;4;5;2;70;25
80;2;9;6;2;80;22
81;1;13;7;2;70;28
82;1;1;7;2;81;27
76;3;20;9;4;68;23
78;3;20;4;1;80;24
81;3;22;6;4;75;30
81;1;18;8;4;61;16
81;1;9;4;3;73;23
80;1;0;0;3;83;17
79;2;16;6;2;76;19
78;1;16;8;4;61;26
83;2;4;4;2;94;19
81;2;17;7;3;75;23
81;2;7;9;2;90;16
79;1;0;3;3;77;23
84;2;9;8;2;74;35
83;2;1;3;2;95;18
82;2;2;10;3;83;22
76;2;8;6;2;75;31
80;3;13;7;2;80;29
81;1;6;6;1;81;19
79;2;3;5;3;90;21
81;2;0;9;2;84;29
79;1;0;0;2;83;27
80;1;21;4;2;65;16
79;1;0;3;2;81;26
80;1;1;8;3;69;32
80;3;11;3;4;91;18
78;1;5;6;1;77;19
80;1;17;5;2;73;20
79;1;22;9;4;57;19
83;3;7;8;3;92;18
80;1;4;7;2;76;27
80;1;8;0;3;77;22
84;1;18;7;4;67;20
81;2;15;9;1;84;17
